anti_pct,mean,std,count
0,7.370731707317073,1.0481279876072918,5
5,7.170731707317072,1.371287102133717,5
10,9.6,3.2232332524412612,5
15,7.595121951219513,1.0257830252987596,5
20,8.209756097560975,2.8699037287432847,5
30,5.985365853658537,1.181681516997924,5
