n_robots,rep,robot_id,tick,vl,vr,error,collision,boundary,transporting,home,force,delivered,state,x,y
5,15,fb4,2780,0.49,15.0,0,0,0,0,0,0,0,APPROACH,-0.0,1.03
5,15,fb0,2790,15.0,2.23,0,0,0,1,0,0,2,TRANSPORT,0.34,0.94
5,15,fb1,2790,14.47,15.0,0,1,0,1,0,0,1,TRANSPORT,0.2,1.32
5,15,fb2,2790,3.94,14.06,0,1,0,0,0,0,3,APPROACH,0.05,1.45
5,15,fb3,2790,15.0,15.0,0,0,0,1,0,1,2,TRANSPORT,0.43,1.18
5,15,fb4,2790,5.14,15.0,0,0,0,0,0,0,0,APPROACH,0.05,0.95
5,15,fb0,2800,15.0,3.9,0,0,0,1,0,0,2,TRANSPORT,0.35,0.84
5,15,fb1,2800,-1.87,15.0,0,0,0,0,0,0,1,APPROACH,0.17,1.24
5,15,fb2,2800,15.0,0.75,0,0,0,0,0,0,3,APPROACH,0.04,1.52
5,15,fb3,2800,15.0,15.0,0,0,0,1,0,1,2,TRANSPORT,0.58,1.15
5,15,fb4,2800,15.0,-12.76,0,1,0,0,0,0,0,APPROACH,0.13,0.9
5,15,fb0,2810,15.0,8.7,0,0,0,1,0,0,2,TRANSPORT,0.3,0.77
5,15,fb1,2810,4.0,15.0,0,0,0,0,0,0,1,APPROACH,0.24,1.2
5,15,fb2,2810,15.0,5.16,0,0,0,0,0,0,3,APPROACH,0.12,1.58
5,15,fb3,2810,15.0,15.0,0,0,0,1,0,0,2,TRANSPORT,0.72,1.12
5,15,fb4,2810,15.0,-1.76,0,1,0,0,0,0,0,APPROACH,0.13,0.86
5,15,fb0,2820,-2.11,15.0,0,1,0,0,0,0,2,SEARCH,0.2,0.7
5,15,fb1,2820,7.0,15.0,0,0,0,0,0,0,1,APPROACH,0.34,1.22
5,15,fb2,2820,15.0,8.2,0,0,0,0,0,0,3,APPROACH,0.22,1.59
5,15,fb3,2820,15.0,15.0,0,0,0,1,0,0,2,TRANSPORT,0.87,1.08
5,15,fb4,2820,14.13,3.87,0,1,0,0,0,0,0,APPROACH,0.06,0.84
5,15,fb0,2830,6.16,15.0,0,0,0,0,0,0,2,APPROACH,0.19,0.63
5,15,fb1,2830,15.0,-0.37,0,0,0,1,0,0,1,TRANSPORT,0.4,1.25
5,15,fb2,2830,15.0,0.28,0,0,0,1,0,1,3,TRANSPORT,0.33,1.54
5,15,fb3,2830,-3.21,15.0,0,0,0,0,0,0,2,APPROACH,0.99,1.05
5,15,fb4,2830,15.0,15.0,0,0,0,0,0,0,0,SEARCH,0.01,0.86
5,15,fb0,2840,15.0,-0.05,0,0,0,1,0,0,2,TRANSPORT,0.25,0.54
5,15,fb1,2840,15.0,15.0,0,0,0,1,0,0,1,TRANSPORT,0.5,1.2
5,15,fb2,2840,15.0,1.76,0,0,0,1,0,0,3,TRANSPORT,0.36,1.47
5,15,fb3,2840,2.51,15.0,0,0,0,0,0,0,2,APPROACH,1.05,1.09
5,15,fb4,2840,15.0,6.79,0,0,0,0,0,0,0,APPROACH,0.02,0.93
5,15,fb0,2850,15.0,7.87,0,0,0,1,0,0,2,TRANSPORT,0.24,0.45
5,15,fb1,2850,15.0,1.96,0,0,0,0,0,0,1,APPROACH,0.58,1.13
5,15,fb2,2850,15.0,10.97,0,0,0,1,0,0,3,TRANSPORT,0.31,1.38
5,15,fb3,2850,5.47,15.0,0,0,0,0,0,0,2,APPROACH,1.07,1.18
5,15,fb4,2850,14.45,9.55,0,0,0,0,0,0,0,APPROACH,0.12,0.99
5,15,fb0,2860,-9.67,15.0,0,0,0,0,0,0,2,APPROACH,0.17,0.36
5,15,fb1,2860,15.0,4.81,0,0,0,0,0,0,1,APPROACH,0.6,1.04
5,15,fb2,2860,-7.15,15.0,0,0,0,0,0,0,3,APPROACH,0.22,1.3
5,15,fb3,2860,15.0,15.0,0,0,0,1,0,0,2,TRANSPORT,1.01,1.29
5,15,fb4,2860,13.83,10.17,0,0,0,0,0,0,0,APPROACH,0.24,1.01
5,15,fb0,2870,0.8,15.0,0,0,0,0,0,0,2,APPROACH,0.18,0.31
5,15,fb1,2870,15.0,15.0,0,0,0,1,0,1,1,TRANSPORT,0.57,0.91
5,15,fb2,2870,1.51,15.0,0,0,1,0,0,0,3,APPROACH,0.23,1.24
5,15,fb3,2870,15.0,15.0,0,0,0,1,0,0,2,TRANSPORT,0.94,1.42
5,15,fb4,2870,15.0,0.77,0,0,0,1,0,1,0,TRANSPORT,0.32,1.0
5,15,fb0,2880,15.0,15.0,0,0,0,0,0,1,2,TRANSPORT,0.26,0.27
5,15,fb1,2880,15.0,15.0,0,0,0,1,0,1,1,TRANSPORT,0.53,0.81
5,15,fb2,2880,5.77,15.0,0,0,0,0,0,0,3,APPROACH,0.31,1.2
5,15,fb3,2880,-1.52,15.0,0,0,0,0,0,0,2,APPROACH,0.88,1.52
5,15,fb4,2880,15.0,3.94,0,0,0,1,0,1,0,TRANSPORT,0.35,0.91
5,15,fb0,2890,15.0,4.03,0,0,0,1,0,0,2,TRANSPORT,0.32,0.23
5,15,fb1,2890,15.0,15.0,0,0,0,1,0,1,1,TRANSPORT,0.49,0.68
5,15,fb2,2890,15.0,-7.42,0,0,0,1,0,1,3,TRANSPORT,0.42,1.22
5,15,fb3,2890,3.22,15.0,0,0,0,0,0,0,2,APPROACH,0.81,1.53
5,15,fb4,2890,15.0,5.33,0,0,0,1,0,0,0,TRANSPORT,0.31,0.83
5,15,fb0,2900,15.0,8.26,0,0,0,1,0,1,2,TRANSPORT,0.34,0.13
5,15,fb1,2900,8.7,15.0,0,0,0,1,0,1,1,TRANSPORT,0.45,0.56
5,15,fb2,2900,15.0,4.56,0,0,0,1,0,0,3,TRANSPORT,0.48,1.21
5,15,fb3,2900,6.03,15.0,0,0,0,0,0,0,2,APPROACH,0.74,1.46
5,15,fb4,2900,15.0,9.34,0,0,0,1,0,0,0,TRANSPORT,0.22,0.79
5,15,fb0,2910,15.0,15.0,0,0,0,1,0,1,2,TRANSPORT,0.31,0.01
5,15,fb1,2910,15.0,7.06,0,0,0,1,0,1,1,TRANSPORT,0.44,0.44
5,15,fb2,2910,15.0,5.3,0,0,0,1,0,0,3,TRANSPORT,0.54,1.13
5,15,fb3,2910,15.0,-1.77,0,0,0,1,0,0,2,TRANSPORT,0.69,1.36
5,15,fb4,2910,-7.6,15.0,0,0,0,0,0,0,0,APPROACH,0.09,0.8
5,15,fb0,2920,15.0,15.0,0,0,0,1,0,1,2,TRANSPORT,0.25,-0.13
5,15,fb1,2920,15.0,15.0,0,0,0,1,0,1,1,TRANSPORT,0.38,0.3
5,15,fb2,2920,2.28,15.0,0,1,0,0,0,0,3,APPROACH,0.57,1.06
5,15,fb3,2920,9.46,15.0,0,0,0,1,0,0,2,TRANSPORT,0.6,1.3
5,15,fb4,2920,1.19,15.0,0,0,0,0,0,0,0,APPROACH,0.05,0.77
5,15,fb0,2930,15.0,8.07,0,0,0,1,0,1,2,TRANSPORT,0.21,-0.25
5,15,fb1,2930,4.83,15.0,0,0,0,1,0,1,1,TRANSPORT,0.33,0.17
5,15,fb2,2930,5.89,15.0,0,0,0,0,0,0,3,APPROACH,0.66,1.04
5,15,fb3,2930,15.0,2.65,0,0,0,0,0,0,2,APPROACH,0.53,1.25
5,15,fb4,2930,5.41,15.0,0,0,0,0,0,0,0,APPROACH,0.06,0.68
5,15,fb0,2940,15.0,5.48,0,0,0,1,0,1,2,TRANSPORT,0.15,-0.34
5,15,fb1,2940,15.0,5.88,0,0,0,1,0,1,1,TRANSPORT,0.3,0.06
5,15,fb2,2940,15.0,-0.29,0,0,0,1,0,0,3,TRANSPORT,0.74,1.06
5,15,fb3,2940,15.0,5.67,0,0,0,0,0,0,2,APPROACH,0.44,1.26
5,15,fb4,2940,15.0,-0.82,0,0,0,1,0,0,0,TRANSPORT,0.14,0.61
5,15,fb0,2950,15.0,4.86,0,0,0,1,0,0,2,TRANSPORT,0.06,-0.37
5,15,fb1,2950,15.0,15.0,0,0,0,1,0,1,1,TRANSPORT,0.22,-0.04
5,15,fb2,2950,15.0,4.67,0,0,0,1,0,0,3,TRANSPORT,0.81,1.01
5,15,fb3,2950,4.1,15.0,0,0,0,1,0,0,2,TRANSPORT,0.36,1.31
5,15,fb4,2950,15.0,6.78,0,0,0,1,0,0,0,TRANSPORT,0.17,0.53
5,15,fb0,2960,6.73,15.0,0,0,0,1,0,0,2,TRANSPORT,-0.05,-0.34
5,15,fb1,2960,15.0,15.0,0,0,0,1,0,1,1,TRANSPORT,0.11,-0.14
5,15,fb2,2960,15.0,-7.38,0,0,0,0,0,0,3,APPROACH,0.83,0.95
5,15,fb3,2960,12.21,15.0,0,0,0,1,0,0,2,TRANSPORT,0.25,1.3
5,15,fb4,2960,4.14,15.0,0,0,0,0,0,0,0,APPROACH,0.13,0.43
5,15,fb0,2970,15.0,2.92,0,1,0,0,0,0,2,APPROACH,-0.14,-0.32
5,15,fb1,2970,15.0,15.0,0,0,0,1,0,0,1,TRANSPORT,0.01,-0.24
5,15,fb2,2970,15.0,1.35,0,0,0,0,0,0,3,APPROACH,0.78,0.93
5,15,fb3,2970,15.0,-3.86,0,0,0,0,0,0,2,APPROACH,0.16,1.27
5,15,fb4,2970,15.0,15.0,0,0,0,0,0,1,0,TRANSPORT,0.09,0.34
5,15,fb0,2980,15.0,4.54,0,1,0,0,0,0,2,APPROACH,-0.23,-0.28
5,15,fb1,2980,15.0,15.0,0,1,0,1,0,0,1,TRANSPORT,-0.07,-0.31
5,15,fb2,2980,15.0,5.6,0,0,0,0,0,0,3,APPROACH,0.71,0.99
5,15,fb3,2980,15.0,3.04,0,0,0,0,0,0,2,APPROACH,0.12,1.32
5,15,fb4,2980,15.0,6.13,0,0,0,1,0,0,0,TRANSPORT,0.06,0.26
5,15,fb0,2990,0.74,15.0,0,0,0,1,0,0,2,TRANSPORT,-0.24,-0.18
5,15,fb1,2990,4.23,15.0,0,0,0,0,0,0,1,APPROACH,-0.13,-0.38
5,15,fb2,2990,-1.43,15.0,0,0,0,1,0,0,3,TRANSPORT,0.69,1.09
5,15,fb3,2990,15.0,6.54,0,0,0,0,0,0,2,APPROACH,0.14,1.42
5,15,fb4,2990,15.0,12.64,0,0,0,1,0,0,0,TRANSPORT,-0.05,0.2
5,15,fb0,3000,7.34,15.0,0,0,0,1,0,0,2,TRANSPORT,-0.27,-0.1
5,15,fb1,3000,15.0,-2.41,0,0,0,1,0,0,1,TRANSPORT,-0.12,-0.49
5,15,fb2,3000,6.68,15.0,0,0,0,1,0,0,3,TRANSPORT,0.64,1.16
5,15,fb3,3000,-2.83,15.0,0,0,0,1,0,0,2,TRANSPORT,0.21,1.48
5,15,fb4,3000,5.46,15.0,0,0,0,0,0,0,0,APPROACH,-0.13,0.15
5,16,fb0,10,15.0,15.0,-1,0,0,0,0,0,0,SEARCH,-1.21,-0.53
5,16,fb1,10,15.0,15.0,-1,0,0,0,0,0,0,SEARCH,-1.64,-0.85
5,16,fb2,10,15.0,-6.73,-1,0,1,0,0,0,0,SEARCH,-1.78,-1.67
5,16,fb3,10,15.0,2.79,-1,0,0,0,0,0,0,APPROACH,-1.09,1.57
5,16,fb4,10,4.71,15.0,-1,0,0,0,0,0,0,APPROACH,-0.97,0.27
5,16,fb0,20,4.8,15.0,-1,0,0,0,0,0,0,APPROACH,-1.1,-0.6
5,16,fb1,20,15.0,15.0,-1,0,0,0,0,0,0,SEARCH,-1.63,-0.7
5,16,fb2,20,15.0,15.0,-1,0,0,0,0,0,0,SEARCH,-1.76,-1.61
5,16,fb3,20,15.0,7.65,-1,0,0,0,0,0,0,APPROACH,-1.01,1.62
5,16,fb4,20,13.32,10.68,-1,0,0,0,0,0,0,APPROACH,-0.86,0.23
5,16,fb0,30,8.91,15.0,-1,0,0,0,0,0,0,APPROACH,-1.0,-0.6
5,16,fb1,30,15.0,15.0,-1,0,0,0,0,0,0,SEARCH,-1.61,-0.55
5,16,fb2,30,15.0,15.0,-1,0,0,0,0,0,0,SEARCH,-1.65,-1.51
5,16,fb3,30,13.64,10.36,-1,0,0,0,0,0,0,APPROACH,-0.89,1.63
5,16,fb4,30,12.5,11.5,-1,0,0,0,0,0,0,APPROACH,-0.75,0.18
5,16,fb0,40,10.92,13.08,0,0,0,0,0,0,0,APPROACH,-0.89,-0.55
5,16,fb1,40,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.6,-0.4
5,16,fb2,40,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.54,-1.4
5,16,fb3,40,12.61,11.39,0,0,0,0,0,0,0,APPROACH,-0.77,1.6
5,16,fb4,40,12.21,11.79,0,0,0,0,0,0,0,APPROACH,-0.65,0.12
5,16,fb0,50,11.61,12.39,0,0,0,0,0,0,0,APPROACH,-0.79,-0.47
5,16,fb1,50,15.0,-1.86,0,0,0,0,1,0,0,SEARCH,-1.58,-0.28
5,16,fb2,50,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.43,-1.3
5,16,fb3,50,12.28,11.72,0,0,0,0,0,0,0,APPROACH,-0.66,1.56
5,16,fb4,50,12.11,11.89,0,0,0,0,0,0,0,APPROACH,-0.54,0.06
5,16,fb0,60,12.28,11.72,0,0,0,0,0,0,0,APPROACH,-0.7,-0.39
5,16,fb1,60,15.0,7.3,0,0,0,0,1,0,0,SEARCH,-1.51,-0.24
5,16,fb2,60,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.32,-1.2
5,16,fb3,60,12.13,11.87,0,0,0,0,0,0,0,APPROACH,-0.55,1.51
5,16,fb4,60,15.0,-1.62,0,0,0,1,0,1,0,TRANSPORT,-0.47,0.0
5,16,fb0,70,12.45,11.55,0,0,0,0,0,0,0,APPROACH,-0.61,-0.32
5,16,fb1,70,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.37,-0.23
5,16,fb2,70,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.21,-1.1
5,16,fb3,70,15.0,0.97,0,0,0,1,0,1,0,TRANSPORT,-0.44,1.47
5,16,fb4,70,15.0,5.61,0,0,0,1,0,0,0,TRANSPORT,-0.48,-0.07
5,16,fb0,80,15.0,-0.02,0,1,0,0,0,0,0,APPROACH,-0.56,-0.3
5,16,fb1,80,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.22,-0.23
5,16,fb2,80,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.1,-1.0
5,16,fb3,80,15.0,2.55,0,0,0,1,0,0,0,TRANSPORT,-0.4,1.4
5,16,fb4,80,15.0,3.86,0,1,0,1,0,0,0,TRANSPORT,-0.55,-0.13
5,16,fb0,90,4.84,15.0,0,1,0,0,0,0,0,APPROACH,-0.48,-0.33
5,16,fb1,90,12.5,11.5,0,0,0,0,0,0,0,APPROACH,-1.09,-0.22
5,16,fb2,90,11.25,12.75,0,0,0,0,0,0,0,APPROACH,-1.0,-0.89
5,16,fb3,90,15.0,11.23,0,0,0,1,0,0,0,TRANSPORT,-0.43,1.3
5,16,fb4,90,-3.09,15.0,0,1,0,0,0,0,0,APPROACH,-0.58,-0.16
5,16,fb0,100,6.22,15.0,0,1,0,0,0,0,0,APPROACH,-0.38,-0.3
5,16,fb1,100,12.18,11.82,0,0,0,0,0,0,0,APPROACH,-0.97,-0.2
5,16,fb2,100,15.0,4.75,0,0,0,0,0,0,0,APPROACH,-0.92,-0.83
5,16,fb3,100,-7.16,15.0,0,0,0,0,0,0,0,APPROACH,-0.51,1.21
5,16,fb4,100,3.28,15.0,0,1,0,0,0,0,0,APPROACH,-0.56,-0.22
5,16,fb0,110,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.27,-0.22
5,16,fb1,110,11.53,12.47,0,0,0,0,0,0,0,APPROACH,-0.85,-0.18
5,16,fb2,110,15.0,8.85,0,0,0,0,0,0,0,APPROACH,-0.81,-0.82
5,16,fb3,110,1.52,15.0,0,0,0,0,0,0,0,APPROACH,-0.49,1.15
5,16,fb4,110,5.99,15.0,0,1,0,0,0,0,0,APPROACH,-0.47,-0.25
5,16,fb0,120,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.15,-0.14
5,16,fb1,120,11.62,12.38,0,0,0,0,0,0,0,APPROACH,-0.74,-0.16
5,16,fb2,120,13.12,10.88,0,0,0,0,0,0,0,APPROACH,-0.7,-0.86
5,16,fb3,120,5.8,15.0,0,0,0,0,0,0,0,APPROACH,-0.41,1.13
5,16,fb4,120,7.93,15.0,0,0,0,0,0,0,0,APPROACH,-0.37,-0.22
5,16,fb0,130,-0.64,15.0,0,0,0,0,0,0,0,APPROACH,-0.06,-0.07
5,16,fb1,130,11.11,12.89,0,0,0,0,0,0,0,APPROACH,-0.62,-0.13
5,16,fb2,130,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-0.6,-0.92
5,16,fb3,130,15.0,-7.7,0,0,0,1,0,1,0,TRANSPORT,-0.3,1.17
5,16,fb4,130,15.0,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.26,-0.12
5,16,fb0,140,15.0,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.04,0.02
5,16,fb1,140,10.94,13.06,0,0,0,0,0,0,0,APPROACH,-0.5,-0.09
5,16,fb2,140,12.18,11.82,0,0,0,0,0,0,0,APPROACH,-0.5,-0.99
5,16,fb3,140,15.0,4.58,0,0,0,1,0,0,0,TRANSPORT,-0.24,1.17
5,16,fb4,140,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.2,-0.05
5,16,fb0,150,15.0,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.03,0.16
5,16,fb1,150,10.29,13.71,0,0,1,0,0,0,0,APPROACH,-0.4,-0.03
5,16,fb2,150,12.08,11.92,0,0,0,0,0,0,0,APPROACH,-0.4,-1.07
5,16,fb3,150,15.0,5.34,0,0,0,1,0,0,0,TRANSPORT,-0.17,1.09
5,16,fb4,150,15.0,15.0,0,1,0,1,0,0,0,TRANSPORT,-0.15,0.05
5,16,fb0,160,15.0,15.0,0,1,0,1,0,1,0,TRANSPORT,-0.05,0.31
5,16,fb1,160,10.68,13.32,0,0,0,0,0,0,0,APPROACH,-0.31,0.05
5,16,fb2,160,15.0,15.0,0,0,0,0,0,1,0,TRANSPORT,-0.31,-1.14
5,16,fb3,160,-3.0,15.0,0,0,0,0,0,0,0,APPROACH,-0.15,1.06
5,16,fb4,160,15.0,-5.55,0,1,0,0,0,0,0,SEARCH,-0.06,0.14
5,16,fb0,170,9.81,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.08,0.45
5,16,fb1,170,0.68,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.27,0.13
5,16,fb2,170,15.0,0.34,0,0,0,1,0,0,0,TRANSPORT,-0.29,-1.2
5,16,fb3,170,3.43,15.0,0,0,0,0,0,0,0,APPROACH,-0.08,1.1
5,16,fb4,170,3.25,15.0,0,0,0,0,0,0,0,APPROACH,-0.03,0.2
5,16,fb0,180,1.88,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.14,0.53
5,16,fb1,180,4.49,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.32,0.2
5,16,fb2,180,15.0,7.2,0,0,0,1,0,0,0,TRANSPORT,-0.35,-1.26
5,16,fb3,180,6.69,15.0,0,0,0,0,0,0,0,APPROACH,-0.07,1.19
5,16,fb4,180,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.07,0.3
5,16,fb0,190,15.0,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.26,0.6
5,16,fb1,190,11.52,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.43,0.22
5,16,fb2,190,-7.77,15.0,0,0,0,0,0,0,0,APPROACH,-0.44,-1.29
5,16,fb3,190,4.62,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.11,1.28
5,16,fb4,190,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.15,0.43
5,16,fb0,200,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.4,0.67
5,16,fb1,200,15.0,-0.73,0,0,0,0,0,0,0,APPROACH,-0.5,0.23
5,16,fb2,200,1.23,15.0,0,0,0,0,0,0,0,APPROACH,-0.45,-1.34
5,16,fb3,200,8.98,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.21,1.31
5,16,fb4,200,-3.88,15.0,0,0,0,0,0,0,0,APPROACH,-0.22,0.54
5,16,fb0,210,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.53,0.74
5,16,fb1,210,15.0,4.14,0,0,0,0,0,0,0,APPROACH,-0.52,0.31
5,16,fb2,210,5.63,15.0,0,0,0,0,0,0,0,APPROACH,-0.39,-1.41
5,16,fb3,210,11.45,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.33,1.3
5,16,fb4,210,2.15,15.0,0,0,0,0,0,0,0,APPROACH,-0.28,0.57
5,16,fb0,220,15.0,0.54,0,0,0,0,0,0,0,SEARCH,-0.65,0.8
5,16,fb1,220,15.0,5.36,0,1,0,0,0,0,0,APPROACH,-0.47,0.39
5,16,fb2,220,15.0,15.0,0,0,0,0,0,1,0,TRANSPORT,-0.28,-1.41
5,16,fb3,220,12.88,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.46,1.25
5,16,fb4,220,4.38,15.0,0,1,0,0,0,0,0,APPROACH,-0.36,0.53
5,16,fb0,230,0.83,15.0,0,0,0,0,0,0,0,APPROACH,-0.7,0.82
5,16,fb1,230,-0.59,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.46,0.36
5,16,fb2,230,4.96,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.22,-1.36
5,16,fb3,230,13.48,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.58,1.17
5,16,fb4,230,15.0,1.75,0,1,0,1,0,0,0,TRANSPORT,-0.37,0.51
5,16,fb0,240,4.37,15.0,0,0,0,0,0,0,0,APPROACH,-0.77,0.77
5,16,fb1,240,1.72,15.0,0,1,0,1,0,0,0,TRANSPORT,-0.5,0.36
5,16,fb2,240,3.42,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.2,-1.26
5,16,fb3,240,15.0,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.7,1.09
5,16,fb4,240,15.0,3.4,0,1,0,1,0,0,0,TRANSPORT,-0.43,0.51
5,16,fb0,250,15.0,1.49,0,0,0,1,0,0,0,TRANSPORT,-0.79,0.67
5,16,fb1,250,15.0,7.14,0,1,0,0,0,0,0,APPROACH,-0.59,0.38
5,16,fb2,250,6.7,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.25,-1.18
5,16,fb3,250,13.77,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.82,1.0
5,16,fb4,250,15.0,5.13,0,0,0,1,0,1,0,TRANSPORT,-0.51,0.53
5,16,fb0,260,15.0,4.37,0,0,0,1,0,0,0,TRANSPORT,-0.84,0.66
5,16,fb1,260,3.35,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.67,0.4
5,16,fb2,260,15.0,13.31,0,0,0,1,0,0,0,TRANSPORT,-0.38,-1.13
5,16,fb3,260,14.76,15.0,0,0,0,1,0,1,0,TRANSPORT,-0.93,0.9
5,16,fb4,260,15.0,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.62,0.61
5,16,fb0,270,15.0,-0.07,0,0,0,0,0,0,0,SEARCH,-0.94,0.62
5,16,fb1,270,4.71,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.76,0.36
5,16,fb2,270,15.0,-0.92,0,0,0,0,0,0,0,APPROACH,-0.42,-1.1
5,16,fb3,270,15.0,12.38,0,0,0,1,0,1,0,TRANSPORT,-1.04,0.81
5,16,fb4,270,15.0,15.0,0,1,0,1,0,0,0,TRANSPORT,-0.73,0.71
5,16,fb0,280,1.63,15.0,0,0,0,0,0,0,0,APPROACH,-1.0,0.59
5,16,fb1,280,15.0,-6.58,0,0,0,0,0,0,0,APPROACH,-0.81,0.27
5,16,fb2,280,15.0,4.42,0,0,0,0,0,0,0,APPROACH,-0.4,-1.02
5,16,fb3,280,15.0,14.89,0,0,0,1,0,1,0,TRANSPORT,-1.16,0.74
5,16,fb4,280,0.67,15.0,0,0,0,0,0,0,0,APPROACH,-0.81,0.75
5,16,fb0,290,4.91,15.0,0,0,0,0,0,0,0,APPROACH,-1.01,0.51
5,16,fb1,290,15.0,0.62,0,0,0,0,0,0,0,APPROACH,-0.86,0.24
5,16,fb2,290,15.0,7.13,0,0,0,0,0,0,0,APPROACH,-0.31,-0.97
5,16,fb3,290,12.03,15.0,0,0,0,1,0,1,0,TRANSPORT,-1.29,0.68
5,16,fb4,290,4.73,15.0,0,0,0,0,0,0,0,APPROACH,-0.89,0.73
5,16,fb0,300,15.0,4.54,0,0,0,1,0,0,0,TRANSPORT,-0.96,0.44
5,16,fb1,300,15.0,2.25,0,1,0,0,0,0,0,APPROACH,-0.93,0.28
5,16,fb2,300,3.58,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.23,-0.95
5,16,fb3,300,10.94,15.0,0,0,0,1,0,1,0,TRANSPORT,-1.39,0.59
5,16,fb4,300,6.6,15.0,0,1,0,0,0,0,0,APPROACH,-0.94,0.64
5,16,fb0,310,15.0,9.82,0,0,0,1,0,0,0,TRANSPORT,-0.94,0.36
5,16,fb1,310,-14.49,15.0,0,1,0,0,0,0,0,APPROACH,-1.03,0.22
5,16,fb2,310,7.8,15.0,0,0,0,1,0,0,0,TRANSPORT,-0.2,-0.85
5,16,fb3,310,1.86,15.0,0,0,0,1,0,0,0,TRANSPORT,-1.45,0.5
5,16,fb4,310,8.73,15.0,0,1,0,0,0,0,0,APPROACH,-0.92,0.53
5,16,fb0,320,-3.0,15.0,0,1,0,0,0,0,0,APPROACH,-0.96,0.29
5,16,fb1,320,-1.44,15.0,0,1,0,0,0,0,0,SEARCH,-1.05,0.14
5,16,fb2,320,15.0,-4.36,0,0,0,0,0,0,0,APPROACH,-0.2,-0.78
5,16,fb3,320,15.0,13.08,0,0,0,1,0,0,0,TRANSPORT,-1.44,0.39
5,16,fb4,320,15.0,-4.5,0,0,0,1,0,1,0,TRANSPORT,-0.88,0.48
5,16,fb0,330,4.47,15.0,0,1,0,0,0,0,0,APPROACH,-0.92,0.23
5,16,fb1,330,7.91,10.09,0,1,0,0,0,0,0,SEARCH,-1.13,0.14
5,16,fb2,330,15.0,2.84,0,0,0,0,0,0,0,APPROACH,-0.13,-0.77
5,16,fb3,330,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.4,0.28
5,16,fb4,330,15.0,4.04,0,1,0,1,0,0,0,TRANSPORT,-0.87,0.41
5,16,fb0,340,15.0,15.0,0,0,0,0,0,1,0,TRANSPORT,-0.83,0.2
5,16,fb1,340,-1.52,15.0,0,1,0,0,0,0,0,SEARCH,-1.17,0.11
5,16,fb2,340,15.0,6.48,0,0,0,0,0,0,0,APPROACH,-0.06,-0.83
5,16,fb3,340,15.0,-1.51,0,1,0,0,0,0,0,SEARCH,-1.39,0.21
5,16,fb4,340,15.0,7.09,0,1,0,1,0,0,0,TRANSPORT,-0.93,0.35
5,16,fb0,350,15.0,0.03,0,0,0,1,0,0,0,TRANSPORT,-0.72,0.22
5,16,fb1,350,15.0,15.0,0,0,0,0,0,0,0,SEARCH,-1.15,0.01
5,16,fb2,350,15.0,0.21,0,0,0,1,0,1,0,TRANSPORT,-0.04,-0.93
5,16,fb3,350,-7.22,15.0,0,0,0,0,1,0,0,SEARCH,-1.46,0.16
5,16,fb4,350,-5.78,15.0,0,0,0,0,0,0,0,APPROACH,-0.99,0.31
5,16,fb0,360,15.0,3.9,0,0,0,1,0,0,0,TRANSPORT,-0.65,0.16
