tick,robot_id,neighbor_count,stopped,swarm_size
120,fb2,2,1,30
120,fb3,1,1,30
120,fb4,0,0,30
120,fb5,1,1,30
120,fb6,1,1,30
120,fb7,1,1,30
120,fb8,1,1,30
120,fb9,2,1,30
120,fb10,0,0,30
120,fb11,1,1,30
120,fb12,0,0,30
120,fb13,1,1,30
120,fb14,2,1,30
120,fb15,1,0,30
120,fb16,1,1,30
120,fb17,2,1,30
120,fb18,1,1,30
120,fb19,1,0,30
120,fb20,1,1,30
120,fb21,0,0,30
120,fb22,0,0,30
120,fb23,1,1,30
120,fb24,2,1,30
120,fb25,1,1,30
120,fb26,2,1,30
120,fb27,1,1,30
120,fb28,0,0,30
120,fb29,0,0,30
125,fb0,1,1,30
125,fb1,2,1,30
125,fb2,2,1,30
125,fb3,1,1,30
125,fb4,0,0,30
125,fb5,1,1,30
125,fb6,1,0,30
125,fb7,1,0,30
125,fb8,1,1,30
125,fb9,2,1,30
125,fb10,0,0,30
125,fb11,1,1,30
125,fb12,0,0,30
125,fb13,1,1,30
125,fb14,2,1,30
125,fb15,1,1,30
125,fb16,1,1,30
125,fb17,2,1,30
125,fb18,1,1,30
125,fb19,1,1,30
125,fb20,1,1,30
125,fb21,0,0,30
125,fb22,0,0,30
125,fb23,1,1,30
125,fb24,2,1,30
125,fb25,1,1,30
125,fb26,2,1,30
125,fb27,1,1,30
125,fb28,0,0,30
125,fb29,0,0,30
130,fb0,1,1,30
130,fb1,2,1,30
130,fb2,2,1,30
130,fb3,1,0,30
130,fb4,1,1,30
130,fb5,1,1,30
130,fb6,1,1,30
130,fb7,1,1,30
130,fb8,1,1,30
130,fb9,2,1,30
130,fb10,0,0,30
130,fb11,1,1,30
130,fb12,0,0,30
130,fb13,1,1,30
130,fb14,2,1,30
130,fb15,1,1,30
130,fb16,1,0,30
130,fb17,3,1,30
130,fb18,1,1,30
130,fb19,1,1,30
130,fb20,1,1,30
130,fb21,0,0,30
130,fb22,0,0,30
130,fb23,1,1,30
130,fb24,2,1,30
130,fb25,1,1,30
130,fb26,2,1,30
130,fb27,1,1,30
130,fb28,0,0,30
130,fb29,0,0,30
135,fb0,1,1,30
135,fb1,2,1,30
135,fb2,2,1,30
135,fb3,1,1,30
135,fb4,1,1,30
135,fb5,1,1,30
135,fb6,1,1,30
135,fb7,1,1,30
135,fb8,1,1,30
135,fb9,2,1,30
135,fb10,0,0,30
135,fb11,1,1,30
135,fb12,0,0,30
135,fb13,1,1,30
135,fb14,2,1,30
135,fb15,1,1,30
135,fb16,1,1,30
135,fb17,3,1,30
135,fb18,1,1,30
135,fb19,1,1,30
135,fb20,1,1,30
135,fb21,0,0,30
135,fb22,0,0,30
135,fb23,1,1,30
135,fb24,2,1,30
135,fb25,1,1,30
135,fb26,2,1,30
135,fb27,1,1,30
135,fb28,0,0,30
135,fb29,0,0,30
140,fb0,1,0,30
140,fb1,2,1,30
140,fb2,2,1,30
