tick,robot_id,neighbor_count,stopped,swarm_size
135,fb9,1,1,10
140,fb0,0,0,10
140,fb1,1,1,10
140,fb2,2,1,10
140,fb3,0,0,10
140,fb4,0,0,10
140,fb5,1,1,10
140,fb6,1,1,10
140,fb7,1,1,10
140,fb8,1,1,10
140,fb9,1,1,10
145,fb0,0,0,10
145,fb1,1,1,10
145,fb2,2,1,10
145,fb3,0,0,10
145,fb4,0,0,10
145,fb5,1,1,10
145,fb6,1,1,10
145,fb7,1,1,10
145,fb8,1,1,10
145,fb9,1,1,10
150,fb0,0,0,10
150,fb1,1,1,10
150,fb2,2,1,10
150,fb3,0,0,10
150,fb4,0,0,10
150,fb5,1,1,10
150,fb6,1,1,10
150,fb7,1,1,10
150,fb8,1,1,10
150,fb9,1,1,10
155,fb0,0,0,10
155,fb1,1,0,10
155,fb2,2,0,10
155,fb3,0,0,10
155,fb4,0,0,10
155,fb5,1,1,10
155,fb6,1,1,10
155,fb7,1,1,10
155,fb8,1,1,10
155,fb9,1,1,10
160,fb0,0,0,10
160,fb1,1,1,10
160,fb2,2,1,10
160,fb3,0,0,10
160,fb4,0,0,10
160,fb5,1,1,10
160,fb6,1,1,10
160,fb7,1,1,10
160,fb8,1,1,10
160,fb9,1,1,10
165,fb0,0,0,10
165,fb1,1,1,10
165,fb2,2,1,10
165,fb3,0,0,10
165,fb4,0,0,10
165,fb5,1,1,10
165,fb6,1,1,10
165,fb7,1,1,10
165,fb8,1,1,10
165,fb9,1,1,10
170,fb0,0,0,10
170,fb1,1,1,10
170,fb2,2,1,10
170,fb3,0,0,10
170,fb4,0,0,10
170,fb5,1,1,10
170,fb6,1,1,10
170,fb7,1,1,10
170,fb8,1,1,10
170,fb9,1,1,10
175,fb0,0,0,10
175,fb1,1,1,10
175,fb2,2,1,10
175,fb3,0,0,10
175,fb4,0,0,10
175,fb5,1,1,10
175,fb6,1,1,10
175,fb7,1,1,10
175,fb8,1,1,10
175,fb9,1,1,10
180,fb0,0,0,10
180,fb1,1,1,10
180,fb2,2,1,10
180,fb3,0,0,10
180,fb4,0,0,10
180,fb5,1,1,10
180,fb6,1,1,10
180,fb7,1,1,10
180,fb8,1,1,10
180,fb9,1,1,10
185,fb0,0,0,10
185,fb1,1,1,10
185,fb2,2,1,10
185,fb3,0,0,10
185,fb4,0,0,10
185,fb5,1,1,10
185,fb6,1,1,10
185,fb7,1,1,10
185,fb8,1,1,10
185,fb9,1,1,10
190,fb0,0,0,10
190,fb1,1,1,10
190,fb2,2,1,10
190,fb3,0,0,10
190,fb4,0,0,10
190,fb5,1,1,10
190,fb6,1,1,10
190,fb7,1,1,10
190,fb8,1,1,10
190,fb9,1,1,10
195,fb0,0,0,10
195,fb1,1,1,10
195,fb2,2,1,10
195,fb3,0,0,10
195,fb4,0,0,10
195,fb5,1,1,10
195,fb6,1,1,10
195,fb7,1,1,10
195,fb8,1,1,10
195,fb9,1,1,10
200,fb0,0,0,10
200,fb1,1,1,10
200,fb2,2,1,10
200,fb3,0,0,10
200,fb4,0,0,10
200,fb5,1,1,10
200,fb6,1,1,10
200,fb7,1,1,10
200,fb8,1,1,10
200,fb9,1,1,10
205,fb0,0,0,10
205,fb1,1,1,10
205,fb2,2,1,10
205,fb3,0,0,10
205,fb4,0,0,10
205,fb5,1,1,10
205,fb6,1,1,10
205,fb7,1,1,10
205,fb8,1,0,10
205,fb9,1,0,10
210,fb0,0,0,10
210,fb1,1,1,10
210,fb2,2,1,10
210,fb3,0,0,10
210,fb4,0,0,10
210,fb5,1,1,10
210,fb6,1,1,10
210,fb7,1,1,10
210,fb8,1,1,10
210,fb9,1,1,10
215,fb0,0,0,10
215,fb1,1,1,10
215,fb2,2,1,10
215,fb3,0,0,10
215,fb4,0,0,10
215,fb5,1,1,10
215,fb6,1,1,10
215,fb7,1,1,10
215,fb8,1,1,10
215,fb9,1,1,10
220,fb0,0,0,10
220,fb1,1,1,10
220,fb2,2,1,10
220,fb3,0,0,10
220,fb4,0,0,10
220,fb5,1,1,10
220,fb6,1,1,10
220,fb7,1,1,10
220,fb8,1,1,10
220,fb9,1,1,10
225,fb0,0,0,10
225,fb1,1,1,10
225,fb2,2,1,10
225,fb3,0,0,10
225,fb4,0,0,10
225,fb5,1,1,10
225,fb6,1,1,10
225,fb7,1,1,10
225,fb8,1,1,10
225,fb9,1,1,10
230,fb0,0,0,10
230,fb1,1,1,10
230,fb2,2,1,10
230,fb3,0,0,10
230,fb4,0,0,10
230,fb5,1,1,10
230,fb6,1,1,10
230,fb7,1,1,10
230,fb8,1,1,10
230,fb9,1,1,10
235,fb0,0,0,10
235,fb1,1,1,10
235,fb2,2,1,10
235,fb3,0,0,10
235,fb4,0,0,10
235,fb5,1,1,10
235,fb6,1,1,10
235,fb7,1,1,10
235,fb8,1,1,10
235,fb9,1,1,10
240,fb0,0,0,10
240,fb1,1,1,10
240,fb2,2,1,10
240,fb3,0,0,10
240,fb4,0,0,10
240,fb5,1,0,10
240,fb6,1,1,10
240,fb7,1,1,10
240,fb8,1,1,10
240,fb9,1,1,10
245,fb0,0,0,10
245,fb1,1,1,10
245,fb2,2,1,10
245,fb3,0,0,10
245,fb4,0,0,10
245,fb5,1,1,10
245,fb6,1,1,10
245,fb7,1,1,10
245,fb8,1,1,10
245,fb9,1,1,10
250,fb0,0,0,10
250,fb1,1,1,10
250,fb2,2,1,10
250,fb3,0,0,10
250,fb4,0,0,10
250,fb5,1,1,10
250,fb6,1,1,10
250,fb7,1,1,10
250,fb8,1,1,10
250,fb9,1,1,10
255,fb0,0,0,10
255,fb1,1,1,10
255,fb2,2,1,10
255,fb3,0,0,10
255,fb4,0,0,10
255,fb5,1,1,10
255,fb6,1,1,10
255,fb7,1,1,10
255,fb8,1,1,10
255,fb9,1,1,10
260,fb0,0,0,10
260,fb1,1,1,10
260,fb2,2,1,10
260,fb3,1,1,10
260,fb4,0,0,10
260,fb5,1,1,10
260,fb6,1,1,10
260,fb7,2,1,10
260,fb8,1,1,10
260,fb9,1,1,10
265,fb0,0,0,10
265,fb1,1,1,10
265,fb2,2,1,10
265,fb3,1,1,10
265,fb4,0,0,10
265,fb5,1,1,10
265,fb6,1,1,10
265,fb7,2,1,10
265,fb8,1,1,10
265,fb9,1,1,10
270,fb0,0,0,10
270,fb1,1,1,10
270,fb2,2,1,10
270,fb3,1,1,10
270,fb4,0,0,10
270,fb5,1,1,10
270,fb6,1,1,10
270,fb7,2,1,10
270,fb8,1,1,10
270,fb9,1,1,10
275,fb0,0,0,10
275,fb1,1,1,10
275,fb2,2,1,10
275,fb3,1,1,10
275,fb4,0,0,10
275,fb5,1,1,10
275,fb6,1,1,10
275,fb7,2,1,10
275,fb8,1,1,10
275,fb9,1,1,10
280,fb0,0,0,10
280,fb1,1,1,10
280,fb2,2,1,10
280,fb3,1,1,10
280,fb4,0,0,10
280,fb5,1,1,10
280,fb6,1,0,10
280,fb7,2,0,10
280,fb8,1,1,10
280,fb9,1,1,10
285,fb0,0,0,10
285,fb1,1,1,10
285,fb2,2,1,10
285,fb3,1,1,10
285,fb4,0,0,10
285,fb5,1,1,10
285,fb6,1,1,10
285,fb7,2,1,10
285,fb8,1,1,10
285,fb9,1,1,10
290,fb0,0,0,10
290,fb1,1,1,10
290,fb2,2,1,10
290,fb3,1,1,10
290,fb4,0,0,10
290,fb5,1,1,10
290,fb6,1,1,10
290,fb7,2,1,10
290,fb8,1,1,10
290,fb9,1,1,10
295,fb0,0,0,10
295,fb1,1,1,10
295,fb2,2,1,10
295,fb3,1,1,10
295,fb4,0,0,10
295,fb5,1,1,10
295,fb6,1,1,10
295,fb7,2,1,10
295,fb8,1,1,10
295,fb9,1,1,10
300,fb0,0,0,10
300,fb1,1,1,10
300,fb2,2,1,10
300,fb3,1,1,10
300,fb4,0,0,10
300,fb5,1,1,10
300,fb6,1,1,10
300,fb7,2,1,10
300,fb8,1,1,10
300,fb9,1,1,10
305,fb0,0,0,10
305,fb1,1,1,10
305,fb2,2,1,10
305,fb3,1,1,10
305,fb4,0,0,10
305,fb5,1,1,10
305,fb6,1,1,10
305,fb7,2,1,10
305,fb8,1,1,10
305,fb9,1,1,10
310,fb0,0,0,10
310,fb1,1,0,10
310,fb2,2,0,10
310,fb3,1,1,10
310,fb4,0,0,10
310,fb5,1,1,10
310,fb6,1,1,10
310,fb7,2,1,10
310,fb8,1,1,10
310,fb9,1,1,10
315,fb0,0,0,10
315,fb1,1,1,10
315,fb2,2,1,10
315,fb3,1,1,10
315,fb4,0,0,10
315,fb5,1,1,10
315,fb6,1,1,10
315,fb7,2,1,10
315,fb8,1,1,10
315,fb9,1,1,10
320,fb0,0,0,10
320,fb1,1,1,10
320,fb2,2,1,10
320,fb3,1,1,10
320,fb4,0,0,10
320,fb5,1,1,10
320,fb6,1,1,10
320,fb7,2,1,10
320,fb8,1,1,10
320,fb9,1,1,10
325,fb0,0,0,10
325,fb1,1,1,10
325,fb2,2,1,10
325,fb3,1,1,10
325,fb4,0,0,10
325,fb5,1,1,10
325,fb6,1,1,10
325,fb7,2,1,10
325,fb8,1,1,10
325,fb9,1,1,10
330,fb0,0,0,10
330,fb1,1,1,10
330,fb2,2,1,10
330,fb3,1,1,10
330,fb4,0,0,10
330,fb5,1,1,10
330,fb6,1,1,10
330,fb7,2,1,10
330,fb8,1,1,10
330,fb9,1,1,10
335,fb0,0,0,10
335,fb1,1,1,10
335,fb2,2,1,10
335,fb3,1,1,10
335,fb4,0,0,10
335,fb5,1,1,10
335,fb6,1,1,10
335,fb7,2,1,10
335,fb8,1,1,10
335,fb9,1,1,10
340,fb0,0,0,10
340,fb1,1,1,10
340,fb2,2,1,10
340,fb3,1,1,10
340,fb4,0,0,10
340,fb5,1,1,10
340,fb6,1,1,10
340,fb7,2,1,10
340,fb8,1,1,10
340,fb9,1,1,10
345,fb0,0,0,10
345,fb1,1,1,10
345,fb2,2,1,10
345,fb3,1,1,10
345,fb4,0,0,10
345,fb5,1,1,10
345,fb6,1,1,10
345,fb7,2,1,10
345,fb8,1,1,10
345,fb9,1,1,10
350,fb0,0,0,10
350,fb1,1,1,10
350,fb2,2,1,10
350,fb3,1,1,10
350,fb4,0,0,10
350,fb5,1,1,10
350,fb6,1,1,10
350,fb7,2,1,10
350,fb8,1,1,10
350,fb9,1,1,10
355,fb0,0,0,10
355,fb1,1,1,10
355,fb2,2,1,10
355,fb3,1,1,10
355,fb4,0,0,10
355,fb5,1,1,10
355,fb6,1,1,10
355,fb7,2,1,10
355,fb8,1,1,10
355,fb9,1,1,10
360,fb0,0,0,10
360,fb1,1,1,10
360,fb2,2,1,10
360,fb3,1,1,10
360,fb4,0,0,10
360,fb5,1,1,10
360,fb6,1,1,10
360,fb7,2,1,10
360,fb8,1,0,10
360,fb9,1,0,10
365,fb0,0,0,10
365,fb1,1,1,10
365,fb2,2,1,10
365,fb3,1,1,10
365,fb4,0,0,10
365,fb5,1,1,10
365,fb6,1,1,10
365,fb7,2,1,10
365,fb8,1,1,10
365,fb9,1,1,10
370,fb0,0,0,10
370,fb1,1,1,10
370,fb2,2,1,10
370,fb3,1,1,10
370,fb4,0,0,10
370,fb5,1,1,10
370,fb6,1,1,10
370,fb7,2,1,10
370,fb8,1,1,10
370,fb9,1,1,10
375,fb0,0,0,10
375,fb1,1,1,10
375,fb2,2,1,10
375,fb3,1,1,10
375,fb4,0,0,10
375,fb5,1,1,10
375,fb6,1,1,10
375,fb7,2,1,10
375,fb8,1,1,10
375,fb9,1,1,10
380,fb0,0,0,10
380,fb1,1,1,10
380,fb2,2,1,10
380,fb3,1,1,10
380,fb4,0,0,10
380,fb5,1,1,10
380,fb6,1,1,10
380,fb7,2,1,10
380,fb8,1,1,10
380,fb9,1,1,10
385,fb0,0,0,10
385,fb1,1,1,10
385,fb2,2,1,10
385,fb3,1,1,10
385,fb4,0,0,10
385,fb5,1,1,10
385,fb6,1,1,10
385,fb7,2,1,10
385,fb8,1,1,10
385,fb9,1,1,10
390,fb0,0,0,10
390,fb1,1,1,10
390,fb2,2,1,10
390,fb3,1,1,10
390,fb4,0,0,10
390,fb5,1,1,10
390,fb6,1,1,10
390,fb7,2,1,10
390,fb8,1,1,10
390,fb9,1,1,10
395,fb0,0,0,10
395,fb1,1,1,10
395,fb2,2,1,10
395,fb3,1,1,10
395,fb4,0,0,10
395,fb5,1,0,10
395,fb6,1,1,10
395,fb7,2,1,10
395,fb8,1,1,10
395,fb9,1,1,10
400,fb0,0,0,10
400,fb1,1,1,10
400,fb2,2,1,10
400,fb3,1,1,10
400,fb4,0,0,10
400,fb5,1,1,10
400,fb6,1,1,10
400,fb7,2,1,10
400,fb8,1,1,10
400,fb9,1,1,10
405,fb0,0,0,10
405,fb1,1,1,10
405,fb2,2,1,10
405,fb3,1,1,10
405,fb4,0,0,10
405,fb5,1,1,10
405,fb6,1,1,10
405,fb7,2,1,10
405,fb8,1,1,10
405,fb9,1,1,10
410,fb0,0,0,10
410,fb1,1,1,10
410,fb2,2,1,10
410,fb3,1,0,10
410,fb4,0,0,10
410,fb5,1,1,10
410,fb6,1,1,10
410,fb7,2,1,10
410,fb8,1,1,10
410,fb9,1,1,10
415,fb0,0,0,10
415,fb1,1,1,10
415,fb2,2,1,10
415,fb3,1,1,10
415,fb4,0,0,10
415,fb5,1,1,10
415,fb6,1,1,10
415,fb7,2,1,10
415,fb8,1,1,10
415,fb9,1,1,10
420,fb0,0,0,10
420,fb1,1,1,10
420,fb2,2,1,10
420,fb3,1,1,10
420,fb4,0,0,10
420,fb5,1,1,10
420,fb6,1,1,10
420,fb7,2,1,10
420,fb8,1,1,10
420,fb9,1,1,10
425,fb0,0,0,10
425,fb1,1,1,10
425,fb2,2,1,10
425,fb3,1,1,10
425,fb4,0,0,10
425,fb5,1,1,10
425,fb6,1,1,10
425,fb7,2,1,10
425,fb8,1,1,10
425,fb9,1,1,10
430,fb0,0,0,10
430,fb1,1,1,10
430,fb2,2,1,10
430,fb3,1,1,10
430,fb4,0,0,10
430,fb5,1,1,10
430,fb6,1,1,10
430,fb7,2,1,10
430,fb8,1,1,10
430,fb9,1,1,10
435,fb0,1,1,10
435,fb1,1,1,10
435,fb2,2,1,10
435,fb3,1,1,10
435,fb4,0,0,10
435,fb5,2,1,10
435,fb6,1,0,10
435,fb7,2,0,10
435,fb8,1,1,10
435,fb9,1,1,10
440,fb0,1,1,10
440,fb1,1,1,10
440,fb2,2,1,10
440,fb3,1,1,10
440,fb4,0,0,10
440,fb5,2,1,10
440,fb6,1,1,10
440,fb7,2,1,10
440,fb8,1,1,10
440,fb9,1,1,10
445,fb0,1,1,10
445,fb1,1,1,10
445,fb2,2,1,10
445,fb3,1,1,10
445,fb4,0,0,10
445,fb5,2,1,10
445,fb6,1,1,10
445,fb7,2,1,10
445,fb8,1,1,10
445,fb9,1,1,10
450,fb0,1,1,10
450,fb1,1,1,10
450,fb2,2,1,10
450,fb3,1,1,10
450,fb4,0,0,10
450,fb5,2,1,10
450,fb6,1,1,10
450,fb7,2,1,10
450,fb8,1,1,10
450,fb9,1,1,10
455,fb0,1,1,10
455,fb1,1,1,10
455,fb2,2,1,10
455,fb3,1,1,10
455,fb4,0,0,10
455,fb5,2,1,10
455,fb6,1,1,10
455,fb7,2,1,10
455,fb8,1,1,10
455,fb9,1,1,10
460,fb0,1,1,10
460,fb1,1,1,10
460,fb2,2,1,10
460,fb3,1,1,10
460,fb4,0,0,10
460,fb5,2,1,10
460,fb6,1,1,10
460,fb7,2,1,10
460,fb8,1,1,10
460,fb9,1,1,10
465,fb0,1,0,10
465,fb1,1,0,10
465,fb2,2,0,10
465,fb3,1,1,10
465,fb4,0,0,10
465,fb5,2,1,10
465,fb6,1,1,10
465,fb7,2,1,10
465,fb8,1,1,10
465,fb9,1,1,10
470,fb0,1,1,10
470,fb1,1,1,10
470,fb2,2,1,10
470,fb3,1,1,10
470,fb4,0,0,10
470,fb5,2,1,10
470,fb6,1,1,10
470,fb7,2,1,10
470,fb8,1,1,10
470,fb9,1,1,10
475,fb0,1,1,10
475,fb1,1,1,10
475,fb2,2,1,10
475,fb3,1,1,10
475,fb4,0,0,10
475,fb5,2,1,10
475,fb6,1,1,10
475,fb7,2,1,10
475,fb8,1,1,10
475,fb9,1,1,10
480,fb0,1,1,10
480,fb1,1,1,10
480,fb2,2,1,10
480,fb3,1,1,10
480,fb4,0,0,10
480,fb5,2,1,10
480,fb6,1,1,10
480,fb7,2,1,10
480,fb8,1,1,10
480,fb9,1,1,10
485,fb0,1,1,10
485,fb1,1,1,10
485,fb2,2,1,10
485,fb3,1,1,10
485,fb4,0,0,10
485,fb5,2,1,10
485,fb6,1,1,10
485,fb7,2,1,10
485,fb8,1,1,10
485,fb9,1,1,10
490,fb0,1,1,10
490,fb1,1,1,10
490,fb2,2,1,10
490,fb3,1,1,10
490,fb4,0,0,10
490,fb5,2,1,10
490,fb6,1,1,10
490,fb7,2,1,10
490,fb8,1,1,10
490,fb9,1,1,10
495,fb0,1,1,10
495,fb1,1,1,10
495,fb2,2,1,10
495,fb3,1,1,10
495,fb4,0,0,10
495,fb5,2,1,10
495,fb6,1,1,10
495,fb7,2,1,10
495,fb8,1,1,10
495,fb9,1,1,10
500,fb0,1,1,10
500,fb1,1,1,10
500,fb2,2,1,10
500,fb3,1,1,10
500,fb4,0,0,10
500,fb5,2,1,10
500,fb6,1,1,10
500,fb7,2,1,10
500,fb8,1,1,10
500,fb9,1,1,10
505,fb0,1,1,10
505,fb1,1,1,10
505,fb2,2,1,10
505,fb3,1,1,10
505,fb4,0,0,10
505,fb5,2,1,10
505,fb6,1,1,10
505,fb7,2,1,10
505,fb8,1,1,10
505,fb9,1,1,10
510,fb0,1,1,10
510,fb1,1,1,10
510,fb2,2,1,10
510,fb3,1,1,10
510,fb4,0,0,10
510,fb5,2,1,10
510,fb6,1,1,10
510,fb7,2,1,10
510,fb8,1,1,10
510,fb9,1,1,10
515,fb0,1,1,10
515,fb1,1,1,10
515,fb2,2,1,10
515,fb3,1,1,10
515,fb4,0,0,10
515,fb5,2,1,10
515,fb6,1,1,10
515,fb7,2,1,10
515,fb8,1,0,10
515,fb9,1,0,10
520,fb0,1,1,10
520,fb1,1,1,10
520,fb2,2,1,10
520,fb3,1,1,10
520,fb4,0,0,10
520,fb5,2,1,10
520,fb6,1,1,10
520,fb7,2,1,10
520,fb8,1,1,10
520,fb9,1,1,10
525,fb0,1,1,10
525,fb1,1,1,10
525,fb2,2,1,10
525,fb3,1,1,10
525,fb4,0,0,10
525,fb5,2,1,10
525,fb6,1,1,10
525,fb7,2,1,10
525,fb8,1,1,10
525,fb9,1,1,10
530,fb0,1,1,10
530,fb1,1,1,10
530,fb2,2,1,10
530,fb3,1,1,10
530,fb4,0,0,10
530,fb5,2,1,10
530,fb6,1,1,10
530,fb7,2,1,10
530,fb8,1,1,10
530,fb9,1,1,10
535,fb0,1,1,10
535,fb1,1,1,10
535,fb2,2,1,10
535,fb3,1,1,10
535,fb4,0,0,10
535,fb5,2,1,10
535,fb6,1,1,10
535,fb7,2,1,10
535,fb8,1,1,10
535,fb9,1,1,10
540,fb0,1,1,10
540,fb1,1,1,10
540,fb2,2,1,10
540,fb3,1,1,10
540,fb4,0,0,10
540,fb5,2,1,10
540,fb6,1,1,10
540,fb7,2,1,10
540,fb8,1,1,10
540,fb9,1,1,10
545,fb0,1,1,10
545,fb1,1,1,10
545,fb2,2,1,10
545,fb3,1,1,10
545,fb4,0,0,10
545,fb5,2,1,10
545,fb6,1,1,10
545,fb7,2,1,10
545,fb8,1,1,10
545,fb9,1,1,10
550,fb0,1,1,10
550,fb1,1,1,10
550,fb2,2,1,10
550,fb3,1,1,10
550,fb4,0,0,10
550,fb5,2,0,10
550,fb6,1,1,10
550,fb7,2,1,10
550,fb8,1,1,10
550,fb9,1,1,10
555,fb0,1,1,10
555,fb1,1,1,10
555,fb2,2,1,10
555,fb3,1,1,10
555,fb4,0,0,10
555,fb5,2,1,10
555,fb6,1,1,10
555,fb7,2,1,10
555,fb8,1,1,10
555,fb9,1,1,10
560,fb0,1,1,10
560,fb1,1,1,10
560,fb2,2,1,10
560,fb3,1,1,10
560,fb4,0,0,10
560,fb5,2,1,10
560,fb6,1,1,10
560,fb7,2,1,10
560,fb8,1,1,10
560,fb9,1,1,10
565,fb0,1,1,10
565,fb1,1,1,10
565,fb2,2,1,10
565,fb3,1,0,10
565,fb4,0,0,10
565,fb5,2,1,10
565,fb6,1,1,10
565,fb7,2,1,10
565,fb8,1,1,10
565,fb9,1,1,10
570,fb0,1,1,10
570,fb1,1,1,10
570,fb2,2,1,10
570,fb3,1,1,10
570,fb4,0,0,10
570,fb5,2,1,10
570,fb6,1,1,10
570,fb7,2,1,10
570,fb8,1,1,10
570,fb9,1,1,10
575,fb0,1,1,10
575,fb1,1,1,10
575,fb2,2,1,10
575,fb3,1,1,10
575,fb4,0,0,10
575,fb5,2,1,10
575,fb6,1,1,10
575,fb7,2,1,10
575,fb8,1,1,10
575,fb9,1,1,10
580,fb0,1,1,10
580,fb1,1,1,10
580,fb2,2,1,10
580,fb3,1,1,10
580,fb4,0,0,10
580,fb5,2,1,10
580,fb6,1,1,10
580,fb7,2,1,10
580,fb8,1,1,10
580,fb9,1,1,10
585,fb0,1,1,10
585,fb1,1,1,10
